alcohol,sulphates,volatile acidity,total sulfur dioxide,chlorides,pH,residual sugar,density,citric acid,fixed acidity,free sulfur dioxide
0.34033015686244067,0.045373679027083794,-0.6653412695886491,-0.31030349630835125,0.4599962421880606,-0.98884085192946,-0.24793092295226718,0.30581665853509454,0.8076045613402637,1.1208566311281039,-0.4977897832312062
-0.22024245760884462,2.977743816828305,2.08064304749052,0.3813550707966453,0.9193189906101064,-2.1175193668602525,0.06234127699587488,0.6210142486290715,0.136307138710966,1.4751047420727321,-0.8791873053391789
-0.40709999576593864,-0.3571084967495548,0.6790468856480276,-0.5809525008276977,-0.10371803996626804,-0.19212660609596147,-0.4030670229263384,0.7786130436760901,-0.12188417768491765,0.17619500194243037,-0.7838379248121857
-0.3136712266873916,-0.7595906725261928,-0.9513813026177292,0.6520040753159918,-0.041083119726898404,0.60458763973754,-0.09279482297819631,-0.628907229329971,-0.3284372308016246,-0.768466627243243,0.7417521636197052
0.5271876950195347,0.5053533084860987,-0.09326120353048872,-0.22008716146856905,-0.2498661871914645,0.737373347376457,-0.17036287296523192,-0.5310872875766761,-0.7415433370350385,-1.1817560900119752,1.218499066254671
0.9009027713337243,-0.6445957651614389,-0.836965289406097,-1.0621062866398692,0.3764830152022341,0.33901622445970625,-0.17036287296523192,-0.36261961011261135,1.5305402472487377,-0.47325986812272003,-1.0698860663931653
-0.5939575339230326,-0.012123774655293152,0.5360268691334875,1.8248164282331598,-0.08283973321981139,-1.05523370574892,-0.24793092295226718,-0.17241416781451455,-0.9480963901517455,0.058112298294221605,-0.4977897832312062
-1.154530148394318,-0.0696212283376701,0.5074228658305794,-0.8816736169603049,-0.47952756140248726,1.0029447626542909,-0.480635072913374,0.2623411288669099,-1.4128407596643362,-1.063673386363766,-0.6884885442851926
0.43375892594098764,0.3903584011213448,-0.9513813026177292,0.23099451273034174,-0.16635296020563795,1.0693376164737507,-0.790907272861516,-0.10720087331229787,0.6010515082235568,0.5894844647111632,2.3626916325785894
-1.0611013793157693,0.16036858639183704,1.479958978129452,3.1780614508298926,0.71053592314554,-0.6568765828321692,-0.4030670229263384,0.09930789261139834,1.2723489308528544,-0.11901175717809262,1.9812941104706165
-1.0611013793157693,-0.9895804872557006,-1.6950853884933375,-0.3403756079216119,-0.6465540153741403,-0.5240908751932523,-0.24793092295226718,-0.31370963923593376,0.49777498166520323,1.1208566311281039,-0.21174164165022663
1.6483329239621018,0.7353431232156065,-0.6653412695886491,-0.8215293937337834,-0.33337941417729106,0.2062305168207893,1.6137022767365852,0.3166855409520804,1.0657958777361474,0.6485258165352676,-0.5931391637581994
-0.8742438411586753,-0.7020932188438158,0.7648588955567518,-0.06972660340226546,-0.041083119726898404,1.0029447626542909,1.0707259268273366,0.47971877720765227,-1.4128407596643362,-0.7094252754191386,0.07430649993075292
